_id,case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
16079,V81580,1013,2010-09-16 11:07:50,Closed,113.2,N/A,Failure to Comply w Bldg Code,101,,Orleans,ST,East Boston,MA,02128,01,79 Harvey St,,Cambridge,MA,02140-1734,105876,42.36942000001104,-71.03662000162629,"(42.36942000001104, -71.03662000162629)"
16080,V81579,1013,2010-09-16 10:26:55,Closed,103,N/A,Maintenance,17,19,Salutation,ST,Boston,MA,02109,03,209 Salem St,,Boston,MA,02113,169431,42.36594937928441,-71.05233176146149,"(42.36594937928441, -71.05233176146149)"
16081,V81578,1013,2010-09-16 10:03:57,Closed,110.1,N/A,Inspections,10,,Hanover,AV,Boston,MA,02109,03,10 Hanover Ave #3,,Boston,MA,02109,69034,42.36581999967768,-71.05245000023464,"(42.36581999967768, -71.05245000023464)"
16082,V81577,1013,2010-09-16 09:10:14,Closed,3307.1,N/A,Protection of Adj. Property,22,,Mellen,ST,Dorchester,MA,02124,17,7 Winter St,,Dorchester,MA,02122,93890,42.285749999391186,-71.06819000203231,"(42.285749999391186, -71.06819000203231)"
16083,V81576,1013,2010-09-16 08:54:28,Closed,121.2,N/A,Unsafe and Dangerous,22,,Mellen,ST,Dorchester,MA,02124,17,7 Winter St,,Dorchester,MA,02122,93890,42.285749999391186,-71.06819000203231,"(42.285749999391186, -71.06819000203231)"
16084,V81452,1013,2010-09-15 12:33:40,Closed,115.6,N/A,Right of Entry,1,,Davis,CT,East Boston,MA,02128,01,430 Meridian St,,East Boston,MA,02128,46597,42.37516999955313,-71.03641000217009,"(42.37516999955313, -71.03641000217009)"
16085,V81451,1013,2010-09-15 12:23:11,Closed,5110.1,N/A,Failure to secure permit,293,,Webster,ST,East Boston,MA,02128,01,295 WEBSTER ST,,EAST BOSTON,MA,02128,146892,42.36452500081545,-71.03021000119065,"(42.36452500081545, -71.03021000119065)"
16086,V81450,1013,2010-09-15 12:14:45,Closed,5103.1,N/A,Maintenance,65,,Wordsworth,ST,East Boston,MA,02128,01,65 Wordsworth St,,East Boston,MA,02128,152657,42.38465540595956,-71.01674836712695,"(42.38465540595956, -71.01674836712695)"
16087,V81286,1013,2010-09-14 15:20:53,Closed,5121,N/A,Unsafe Structures,113,,Pierce,ST,Hyde Park,MA,02136,18,51 HUNT DR,,STOUGHTON,MA,02072,110263,42.25828999964512,-71.11571000111498,"(42.25828999964512, -71.11571000111498)"
16088,V81285,1013,2010-09-14 15:03:16,Closed,110.1,N/A,Inspections,1183,,Bennington,ST,East Boston,MA,02128,01,1183 Bennington St,,East Boston,MA,02128,14587,42.38851421792153,-70.9987366749976,"(42.38851421792153, -70.9987366749976)"
16089,V81283,1013,2010-09-14 11:56:09,Closed,120,N/A,Certificate of Occupancy,85,,Tyler,ST,Boston,MA,02111,03,94 Concord RD,,WESTON,MA,02493,138850,42.34898599967733,-71.06162900101693,"(42.34898599967733, -71.06162900101693)"
16090,V81282,1013,2010-09-14 11:42:03,Closed,5117.1,N/A,Workmanship,139,,Grampian,WY,Dorchester,MA,02125,13,139 GRAMPIAN WY,,DORCHESTER,MA,02125,65661,42.30980000049501,-71.0492300003912,"(42.30980000049501, -71.0492300003912)"
16091,V81281,1013,2010-09-14 11:24:29,Closed,110.1,N/A,Inspections,1265, ,Boylston,ST,BOSTON,MA,02215,05,1265 Boylston St,,Boston,MA,02115,,42.34526800031876,-71.09638100159738,"(42.34526800031876, -71.09638100159738)"
16092,V81280,1013,2010-09-14 10:55:48,Closed,5110.1,N/A,Failure to secure permit,27, ,ST STEPHEN,ST,Fenway/,MA,02115,04,"27 St Stephens St, unit 21-1",,Boston,MA,02115,0,,,
16093,V81279,1013,2010-09-14 10:46:01,Closed,110.1,N/A,Inspections,3,,Clarkson,ST,Dorchester,MA,02125,15,594 Columbia Rd,,Dorchester,MA,02125,33508,42.30978000032798,-71.06567000118535,"(42.30978000032798, -71.06567000118535)"
16094,V81278,1013,2010-09-14 10:36:42,Closed,121,N/A,Unsafe Structure,91,,Coleman,ST,Dorchester,MA,02125,15,"ELRETTE MARION, 594 COLUMBIA ROAD  #302",,DORCHESTER,MA,02125,34702,42.307340000152024,-71.06764000087556,"(42.307340000152024, -71.06764000087556)"
16095,V81277,1013,2010-09-14 10:24:36,Closed,103,N/A,Maintenance,83,,Tyler,ST,Boston,MA,02111,03,83 Tyler St,,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16096,V81276,1013,2010-09-14 10:10:24,Closed,110.1,N/A,Inspections,458,,Quincy,ST,Dorchester,MA,02125,15,"594 Columbia Rd, Suite 302",,Dorchester,MA,02125,114107,42.30943000040424,-71.06633000125935,"(42.30943000040424, -71.06633000125935)"
16097,V81275,1013,2010-09-14 09:36:32,Closed,110.1,N/A,Inspections,2,,Stillman,PL,Boston,MA,02113,03,"Daniel McMahon, John McMally, trustees",,"2 Stillman Pl, Boston",MA,02113,130547,42.364020000216335,-71.05771000204804,"(42.364020000216335, -71.05771000204804)"
16098,V81274,1013,2010-09-14 09:10:26,Closed,120,N/A,Certificate of Occupancy,83,,Tyler,ST,Boston,MA,02111,03,83 Tyler St,,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16099,V81146,1013,2010-09-13 15:14:11,Closed,Chapter 103.1,N/A,Unsafe Maintenance,29,49,Norfolk,AV,Roxbury,MA,02119,08,"85 East India Row, Unit 19G",,Boston,MA,02110-3348,103119,42.32818399958479,-71.07401700175987,"(42.32818399958479, -71.07401700175987)"
16100,V81131,1013,2010-09-13 14:55:40,Closed,110.12,N/A,Mechanical Execution of Work,16,,Chase,ST,Dorchester,MA,02125,07,16 CHASE ST,,DORCHESTER,MA,02128,30063,42.31850999940809,-71.05993000092737,"(42.31850999940809, -71.05993000092737)"
16101,V81130,1013,2010-09-13 14:43:18,Closed,113.3,N/A,Failed to comply w PRMT terms,91,,Coleman,ST,Dorchester,MA,02125,15,594 COLUMBIA RD,STE 302,DORCHESTER,MA,02125,34702,42.307340000152024,-71.06764000087556,"(42.307340000152024, -71.06764000087556)"
16102,V81129,1013,2010-09-13 14:37:18,Closed,110.1,N/A,Inspections,2,,Clarkson,ST,Dorchester,MA,02122,15,594 COLUMBIA RD,STE 302,DORCHESTER,MA,02125,33505,42.30955000001763,-71.06543000102926,"(42.30955000001763, -71.06543000102926)"
16103,V81128,1013,2010-09-13 14:25:58,Closed,110.1,N/A,Inspections,7,,Coleman,ST,Dorchester,MA,02122,15,7 COLEMAN ST,,DORCHESTER,MA,02125,34688,42.309100000352885,-71.06530000196179,"(42.309100000352885, -71.06530000196179)"
16104,V81127,1013,2010-09-13 14:06:01,Closed,110.1,N/A,Inspections,278,,Cottage,ST,Dorchester,MA,02125,13,666 STATE ST,,HANSON,MA,02341,43632,42.31866000075164,-71.05707000116301,"(42.31866000075164, -71.05707000116301)"
16105,V81126,1013,2010-09-13 13:54:44,Closed,110.1,N/A,Inspections,256,,Cottage,ST,Dorchester,MA,02125,13,256 E COTTAGE ST,,DORCHESTER,MA,02114,43610,42.31878999998981,-71.05824000199154,"(42.31878999998981, -71.05824000199154)"
16106,V81125,1013,2010-09-13 12:45:54,Closed,110.1,N/A,Inspections,258,,Cottage,ST,Dorchester,MA,02125,13,258 E COTTAGE ST,,DORCHESTER,MA,02125,43615,42.31877000041104,-71.05812000150392,"(42.31877000041104, -71.05812000150392)"
16107,V81124,1013,2010-09-13 12:39:45,Closed,300.15,N/A,"Boxes, Where Required",83,,Tyler,ST,Boston,MA,02111,03,"Jimmy Tom, 83 Tyler St.",,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16108,V81123,1013,2010-09-13 12:33:36,Closed,314.25,N/A,Covers & Canopies,83,,Tyler,ST,Boston,MA,02111,03,"Jimmy Tom, 83 Tyler St.",,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16109,V81122,1013,2010-09-13 12:02:38,Closed,334.3,N/A,Securing and Supporting,83,,Tyler,ST,Boston,MA,02111,03,"Jimmy Tom, 83 Tyler St.",,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16110,V81121,1013,2010-09-13 11:43:27,Closed,400.8,N/A,Uses not permitted,83,,Tyler,ST,Boston,MA,02111,03,"Jimmy Tom, 83 Tyler St",,Boston,MA,02111,138849,42.34902800033741,-71.06161300110273,"(42.34902800033741, -71.06161300110273)"
16111,V81120,1013,2010-09-13 11:36:55,Closed,110.1,N/A,Inspections,98,,Condor,ST,East Boston,MA,02128,01,100 Condor St,,East Boston,MA,02128,42078,42.382729999310556,-71.0364300019166,"(42.382729999310556, -71.0364300019166)"
16112,V81119,1013,2010-09-13 11:19:51,Closed,Chapter 103.1,N/A,Unsafe Maintenance,98,,Condor,ST,East Boston,MA,02128,01,100 Condor St,,East Boston,MA,02128,42078,42.382729999310556,-71.0364300019166,"(42.382729999310556, -71.0364300019166)"
16113,V81118,1013,2010-09-13 11:08:04,Closed,Chapter 103.1,N/A,Unsafe Maintenance,106,,Stanwood,ST,Dorchester,MA,02121,14,106 STANWOOD ST,,DORCHESTER,MA,02121,130252,42.308510000070534,-71.07864000135903,"(42.308510000070534, -71.07864000135903)"
16114,V81117,1013,2010-09-13 10:37:21,Closed,121.1,N/A,Unsafe and Dangerous,5169,,Washington,ST,West Roxbury,MA,02132,20,489 Clapboardtree St,,Westwood,MA,02090,145631,42.26235000011386,-71.15644000136517,"(42.26235000011386, -71.15644000136517)"
16115,V81116,1013,2010-09-13 10:18:07,Closed,Chapter 103.1,N/A,Unsafe Maintenance,16,,Hopkins,ST,Dorchester,MA,02124,17,16 HOPKINS  ST,,DORCHESTER,MA,02124,75293,42.28178999969217,-71.08396000087443,"(42.28178999969217, -71.08396000087443)"
16116,V81115,1013,2010-09-13 09:43:42,Closed,5110.1,N/A,Failure to secure permit,25,,Hillside,ST,Mission Hill,MA,02120,10,25 Hillside St,,Roxbury,MA,02120,74229,42.32976999964757,-71.09988000081682,"(42.32976999964757, -71.09988000081682)"
16117,V81114,1013,2010-09-13 08:53:38,Closed,Chapter 103.1,N/A,Unsafe Maintenance,64,66,Mapleton,ST,Brighton,MA,02135,22,55 Wallingford Rd,,Brighton,MA,02135,89446,42.3517000000656,-71.14825000115928,"(42.3517000000656, -71.14825000115928)"
16118,V80972,1013,2010-09-10 15:28:07,Closed,120,N/A,Certificate of Occupancy,21,23,Temple,PL,Boston,MA,02111,03,534 East Broadway St,,South Boston,MA,02127,134061,42.355200000748724,-71.0623900008417,"(42.355200000748724, -71.0623900008417)"
16119,V80971,1013,2010-09-10 15:15:58,Closed,113.2,N/A,Failure to Comply w Bldg Code,1,,Marlborough,ST,Boston,MA,02116,05,"1 Marlborough St, #1",,Boston,MA,02115,90286,42.35471999974764,-71.07270000029678,"(42.35471999974764, -71.07270000029678)"
16120,V80970,1013,2010-09-10 15:02:30,Closed,Chapter 103.1,N/A,Unsafe Maintenance,3,,Goodwin,PL,Boston,MA,02114,05,3 Goodwin Pl,,Boston,MA,02114,65316,42.35988000039862,-71.0690200009348,"(42.35988000039862, -71.0690200009348)"
16121,V80969,1013,2010-09-10 14:47:45,Closed,Chapter 103.1,N/A,Unsafe Maintenance,4,,Goodwin,PL,Boston,MA,02114,05,3 Goodwin Pl,,Boston,MA,02114,65322,42.359880000277705,-71.06918000114786,"(42.359880000277705, -71.06918000114786)"
16122,V80968,1013,2010-09-10 14:36:35,Closed,110.1,N/A,Inspections,45,,Hereford,ST,Boston,MA,02115,05,83 Central St,,Boston,MA,02109,73009,42.34903999940085,-71.08600000154648,"(42.34903999940085, -71.08600000154648)"
16123,V80967,1013,2010-09-10 14:26:09,Closed,110.1,N/A,Inspections,47,,Hereford,ST,Boston,MA,02115,05,"c/o Fairfield Realty, 83 Central St",,Boston,MA,02109,73011,42.34897999952065,-71.08597000075888,"(42.34897999952065, -71.08597000075888)"
16124,V80966,1013,2010-09-10 14:16:24,Closed,110.1,N/A,Inspections,51,,Hereford,ST,Boston,MA,02115,05,"Patrick Glynn, 83 Centre St",,Boston,MA,02109,73015,42.348870000172454,-71.08591000065668,"(42.348870000172454, -71.08591000065668)"
16125,V80965,1013,2010-09-10 12:10:50,Closed,110.1,N/A,Inspections,98,,Condor,ST,East Boston,MA,02128,01,98 Condor St,,Boston,MA,02128,42078,42.382729999310556,-71.0364300019166,"(42.382729999310556, -71.0364300019166)"
16126,V80964,1013,2010-09-10 12:02:46,Closed,110.1,N/A,Inspections,53,,Hereford,ST,Boston,MA,02115,05,"C/O Fairfield Realty, 83 Central St",,Boston,MA,02109,73016,42.34881000027089,-71.08588000124868,"(42.34881000027089, -71.08588000124868)"
16127,V80963,1013,2010-09-10 11:40:33,Closed,110.1,N/A,Inspections,49,,Hereford,ST,Boston,MA,02115,05,"C/O Fairfield Realty, 83 Centre St",,Boston,MA,02109,73013,42.34891999963621,-71.08594000124182,"(42.34891999963621, -71.08594000124182)"
16128,V80962,1013,2010-09-10 11:25:50,Closed,121.1,N/A,Unsafe and Dangerous,14,,Emerson,ST,South Boston,MA,02127,06,601 East Eighth St,,South Boston,MA,02127,53553,42.336710267688154,-71.04346977668958,"(42.336710267688154, -71.04346977668958)"
16129,V80961,1013,2010-09-10 11:01:55,Closed,Chapter 103.1,N/A,Unsafe Maintenance,541,549,Adams,ST,Dorchester,MA,02122,16,"Jean Connally, 60 State St, Ste 700",,Boston,MA,02109,781,42.291039999788865,-71.05735000097145,"(42.291039999788865, -71.05735000097145)"
16130,V80960,1013,2010-09-10 10:00:53,Closed,110.1,N/A,Inspections,16,,Greendale,RD,Mattapan,MA,02126,14,50 MASSASOIT ST,,MATTAPAN,MA,02128,66504,42.28532999996107,-71.09421000070584,"(42.28532999996107, -71.09421000070584)"
16131,V80959,1013,2010-09-10 09:54:09,Closed,121.2,N/A,Unsafe and Dangerous,29,49,Norfolk,AV,Roxbury,MA,02119,08,"85 East India Row, Unit 19G",,Boston,MA,02110-3348,103119,42.32818399958479,-71.07401700175987,"(42.32818399958479, -71.07401700175987)"
16132,V80958,1013,2010-09-10 09:38:42,Closed,110.1,N/A,Inspections,29,49,Norfolk,AV,Roxbury,MA,02119,08,29 Castle Hill Road,,Windham,NH,03087-1743,103119,42.32818399958479,-71.07401700175987,"(42.32818399958479, -71.07401700175987)"
16133,V80956,1013,2010-09-10 08:59:11,Closed,121,N/A,Unsafe Structure,30,32,Howe,ST,Dorchester,MA,02125,15,"c/o Daniele Stoica, 38 Asti Ave",,Revere,MA,02151,75600,42.31085000014155,-71.06489000139167,"(42.31085000014155, -71.06489000139167)"
16134,V80558,1013,2010-09-07 14:40:49,Closed,113.3,N/A,Failed to comply w PRMT terms,101,,Orleans,ST,East Boston,MA,02128,01,PO BOX 288,,East Boston,MA,02128,105876,42.36942000001104,-71.03662000162629,"(42.36942000001104, -71.03662000162629)"
16135,V80557,1013,2010-09-07 14:33:31,Closed,113.3,N/A,Failed to comply w PRMT terms,101,,Orleans,ST,East Boston,MA,02128,01,PO BOX 288,,East Boston,MA,02128,105876,42.36942000001104,-71.03662000162629,"(42.36942000001104, -71.03662000162629)"
16136,V80556,1013,2010-09-07 14:12:47,Closed,110.1,N/A,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,PO BOX 288,,EAST BOSTON,MA,02128,92977,42.369310000102594,-71.03669000094706,"(42.369310000102594, -71.03669000094706)"
16137,V80555,1013,2010-09-07 13:08:26,Closed,113.3,N/A,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,PO BOX 288,,EAST BOSTON,MA,02128,92977,42.369310000102594,-71.03669000094706,"(42.369310000102594, -71.03669000094706)"
16138,V80554,1013,2010-09-07 12:09:51,Closed,121.1,N/A,Unsafe and Dangerous,26,,Senders,CT,Hyde Park,MA,02136,18,26 SENDERS CT,,HYDE PARK,MA,02126,125217,42.24971000058189,-71.1424500008569,"(42.24971000058189, -71.1424500008569)"
16139,V80553,1013,2010-09-07 11:53:37,Closed,115.6,N/A,Right of Entry,252,,Friend,ST,Boston,MA,02114,03,22 FLEET ST #3,,BOSTON,MA,02113,60994,42.36449400019272,-71.06119200144687,"(42.36449400019272, -71.06119200144687)"
16140,V80551,1013,2010-09-07 11:29:28,Closed,1028.3,N/A,Testing & Certification,624,,Cambridge,ST,Allston,MA,02134,21,1 Pheasant Lane,,N Attleboro,MA,02760,25183,42.35134999987613,-71.1431700008752,"(42.35134999987613, -71.1431700008752)"
16141,V80550,1013,2010-09-07 11:05:13,Closed,110.1,N/A,Inspections,24,,Haviland,ST,Boston,MA,02115,04,"ATT: Mike Meskin mgr, 79 Westland Ave",,Boston,MA,02115,71361,42.34614999980186,-71.08868000120408,"(42.34614999980186, -71.08868000120408)"
16142,V80549,1013,2010-09-07 10:51:30,Closed,Chapter 103.1,N/A,Unsafe Maintenance,234,,Clarendon,ST,Boston,MA,02116,05,"C/o Robin Cardello, 22 Batterymarch St",,Boston,MA,02109,33228,42.35168000013507,-71.07595000192055,"(42.35168000013507, -71.07595000192055)"
16143,V80547,1013,2010-09-07 10:27:55,Closed,Chapter 103.1,N/A,Unsafe Maintenance,47,,Pratt,ST,Allston,MA,02134,21,47 PRATT ST,,ALLSTON ,MA,02134,112519,42.35505000016446,-71.1275400022189,"(42.35505000016446, -71.1275400022189)"
16144,V80546,1013,2010-09-07 10:21:27,Closed,121.2,N/A,Unsafe and Dangerous,47,,Pratt,ST,Allston,MA,02134,21,47 PRATT ST,,ALLSTON ,MA,02134,112519,42.35505000016446,-71.1275400022189,"(42.35505000016446, -71.1275400022189)"
16145,V80545,1013,2010-09-07 10:06:09,Closed,Chapter 103.1,N/A,Unsafe Maintenance,45,,Pratt,ST,Allston,MA,02134,21,45 PRATT ST,,ALLSTON ,MA,02134,112517,42.35503000005915,-71.12762000079789,"(42.35503000005915, -71.12762000079789)"
16146,V80544,1013,2010-09-07 09:58:52,Closed,1028.1,N/A,Fire Escape Affidavit,45,,Pratt,ST,Allston,MA,02134,21,45 PRATT ST,,ALLSTON ,MA,02134,112517,42.35503000005915,-71.12762000079789,"(42.35503000005915, -71.12762000079789)"
16147,V80542,1013,2010-09-07 09:34:56,Closed,110.1,N/A,Inspections,45,,Pratt,ST,Allston,MA,02134,21,45 PRATT ST,,ALLSTON ,MA,02134,112517,42.35503000005915,-71.12762000079789,"(42.35503000005915, -71.12762000079789)"
16148,V80541,1013,2010-09-07 09:26:05,Closed,110.1,N/A,Inspections,47,,Pratt,ST,Allston,MA,02134,21,47 PRATT ST,,ALLSTON ,MA,02134,112519,42.35505000016446,-71.1275400022189,"(42.35505000016446, -71.1275400022189)"
16149,V80540,1013,2010-09-07 09:01:43,Closed,907.16,N/A,Acceptance Tests,100,,Huntington,AV,Boston,MA,02116,04,"2 Copley Place, Suite 100",,Boston,MA,02116,76237,42.34704109976982,-71.07805470652134,"(42.34704109976982, -71.07805470652134)"
16150,V79455,1013,2010-09-01 14:35:54,Closed,119,N/A,Stop Work Order,734,,Eighth,ST,South Boston,MA,02127,07,"358 K St, Unit 2",,South Boston,MA,02127,52433,42.33167999956918,-71.03195000123041,"(42.33167999956918, -71.03195000123041)"
16151,V79454,1013,2010-09-01 14:26:01,Closed,1001.3.3,N/A,,11,,Bearse,AV,Dorchester,MA,02124,17,"Sara E Pontioos Silve, 11 Bearse Ave",,Dorchester,MA,02124,12837,42.27095999951113,-71.06344000070021,"(42.27095999951113, -71.06344000070021)"
16152,V79453,1013,2010-09-01 14:08:54,Closed,Chapter 103.1,N/A,Unsafe Maintenance,1710,,Centre,ST,West Roxbury,MA,02132,20,5 Burlington Wood Dr,,BURLINGTON,MA,01803,163077,42.28697875036553,-71.14890249824184,"(42.28697875036553, -71.14890249824184)"
16153,V79452,1013,2010-09-01 14:02:38,Closed,Chapter 103.1,N/A,Unsafe Maintenance,1710,,Centre,ST,West Roxbury,MA,02132,20,5 Burlington Wood Dr,,BURLINGTON,MA,01803,163077,42.28697875036553,-71.14890249824184,"(42.28697875036553, -71.14890249824184)"
16154,V79451,1013,2010-09-01 12:42:16,Closed,110.1,N/A,Inspections,1710,,Centre,ST,West Roxbury,MA,02132,20,5 Burlington Wood Dr,,BURLINGTON,MA,01803,163077,42.28697875036553,-71.14890249824184,"(42.28697875036553, -71.14890249824184)"
16155,V79450,1013,2010-09-01 12:07:09,Closed,Chapter 103.1,N/A,Unsafe Maintenance,1708,,Centre,ST,West Roxbury,MA,02132,20,"1 City Hall Sq., Rm 811",,Boston,MA,02201,163076,42.28682268608251,-71.14839121008521,"(42.28682268608251, -71.14839121008521)"
16156,V79449,1013,2010-09-01 08:40:15,Closed,1028.1,N/A,Fire Escape Affidavit,94,96,Welles,AV,Dorchester,MA,02124,16,"96 WELLES AVE, APT #1",,DORCHESTER,MA,02128,147363,42.28944999982021,-71.06626000214338,"(42.28944999982021, -71.06626000214338)"
16157,V79219,1013,2010-08-31 11:53:11,Closed,110.1,N/A,Inspections,377,,Adams,ST,Dorchester,MA,02122,16,"377 Adams St, Unit #3",,Dorchester,MA,02125,688,42.29643999959696,-71.05676000107009,"(42.29643999959696, -71.05676000107009)"
16158,V79218,1013,2010-08-31 11:45:14,Closed,113.3,N/A,Failed to comply w PRMT terms,283,,Ashmont,ST,Dorchester,MA,02124,16,283 Ashmont St,,Dorchester,MA,02124,5376,42.28632000025247,-71.06144000150577,"(42.28632000025247, -71.06144000150577)"
16159,V79217,1013,2010-08-31 11:29:19,Closed,110.1,N/A,Inspections,35,,Parsons,ST,Brighton,MA,02135,22,281 DEDHAM ST,,NEWTON,MA,02461,108340,42.35068999991418,-71.1550200006971,"(42.35068999991418, -71.1550200006971)"
16160,V79216,1013,2010-08-31 11:18:08,Closed,Art. 248 CMR,N/A,Permits to perform gas fitting,34,,Myrtle,ST,Boston,MA,02114,05,"Walter Baronowski, 34 Myrtle St #4",,Boston,MA,02113,99720,42.359224999337265,-71.06574100149275,"(42.359224999337265, -71.06574100149275)"
16161,V79215,1013,2010-08-31 10:50:17,Closed,106.5,N/A,Certificate of Inspection,204,,Beacon,ST,Brighton,MA,02135,22,40 Meetinghouse Cir,,Needham,MA,02492,12756,42.355805000394206,-71.14867400118082,"(42.355805000394206, -71.14867400118082)"
16162,V79214,1013,2010-08-31 10:00:54,Closed,121.2,N/A,Unsafe and Dangerous,33,,Wiltshire,RD,Brighton,MA,02135,22,28 Marlton Rd,,Waltham,MA,02453,150545,42.34412000031139,-71.15520000119159,"(42.34412000031139, -71.15520000119159)"
16163,V79213,1013,2010-08-31 09:24:33,Closed,Art. 248 CMR,N/A,Permits to perform gas fitting,1428,,Blue Hill,AV,Mattapan,MA,02126,18,1428 Blue Hill Ave,,Mattapan,MA,02126,16272,42.27525000071451,-71.09318000192152,"(42.27525000071451, -71.09318000192152)"
16164,V79212,1013,2010-08-31 09:14:29,Closed,110.1,N/A,Inspections,1428,,Blue Hill,AV,Mattapan,MA,02126,18,1428 Blue Hill Ave,,Mattapan,MA,02126,16272,42.27525000071451,-71.09318000192152,"(42.27525000071451, -71.09318000192152)"
16165,V78937,1013,2010-08-30 12:45:57,Closed,121.1,N/A,Unsafe and Dangerous,576,,Adams,ST,Dorchester,MA,02122,16,23 Mather St,,Dorchester,MA,02124,832,42.29029000054055,-71.0560200008134,"(42.29029000054055, -71.0560200008134)"
16166,V78936,1013,2010-08-30 11:48:34,Closed,5110.1,N/A,Failure to secure permit,70,,Florida,ST,Dorchester,MA,02124,16,50 Roanoke Rd,,Hyde Park,MA,02136,58973,42.28974000034386,-71.0589300010389,"(42.28974000034386, -71.0589300010389)"
